Distrito Federal;605.4
Santa Catarina;348.7
São Paulo;442.7
Rio Grande do Sul;357.7
Rio de Janeiro;413.9
Paraná;321.4
Mato Grosso do Sul;287.5
Goiás;286.0
Mato Grosso;288.1
Minas Gerais;276.6
Espírito Santo;289.6
Amapá;211.4
Roraima;232.5
Rondônia;233.8
Pará;168.6
Amazonas;173.9
Tocantins;172.6
Pernambuco;183.8
Rio Grande do Norte;176.2
Ceará;156.2
Acre;180.7
Bahia;160.2
Sergipe;163.5
Paraíba;150.2
Piauí;129.0
Alagoas;139.9
Maranhão;110.4

